iteration,multi_logloss
1,3.8500673364707425
2,3.8500673364707425
3,3.8500673364707425
4,3.8500673364707425
5,3.8500673364707425
6,3.8500673364707425
7,3.8500673364707425
8,3.8500673364707425
9,3.8500673364707425
10,3.8500673364707425
11,3.8500673364707425
12,3.8500673364707425
13,3.8500673364707425
14,3.8500673364707425
15,3.8500673364707425
16,3.8500673364707425
17,3.8500673364707425
18,3.8500673364707425
19,3.8500673364707425
20,3.8500673364707425
21,3.8500673364707425
22,3.8500673364707425
23,3.8500673364707425
24,3.8500673364707425
25,3.8500673364707425
26,3.8500673364707425
27,3.8500673364707425
28,3.8500673364707425
29,3.8500673364707425
30,3.8500673364707425
31,3.8500673364707425
32,3.8500673364707425
33,3.8500673364707425
34,3.8500673364707425
35,3.8500673364707425
36,3.8500673364707425
37,3.8500673364707425
38,3.8500673364707425
39,3.8500673364707425
40,3.8500673364707425
41,3.8500673364707425
42,3.8500673364707425
43,3.8500673364707425
44,3.8500673364707425
45,3.8500673364707425
46,3.8500673364707425
47,3.8500673364707425
48,3.8500673364707425
49,3.8500673364707425
50,3.8500673364707425
51,3.8500673364707425
52,3.8500673364707425
53,3.8500673364707425
54,3.8500673364707425
55,3.8500673364707425
56,3.8500673364707425
57,3.8500673364707425
58,3.8500673364707425
59,3.8500673364707425
60,3.8500673364707425
61,3.8500673364707425
62,3.8500673364707425
63,3.8500673364707425
64,3.8500673364707425
65,3.8500673364707425
66,3.8500673364707425
67,3.8500673364707425
68,3.8500673364707425
69,3.8500673364707425
70,3.8500673364707425
71,3.8500673364707425
72,3.8500673364707425
73,3.8500673364707425
74,3.8500673364707425
75,3.8500673364707425
76,3.8500673364707425
77,3.8500673364707425
78,3.8500673364707425
79,3.8500673364707425
80,3.8500673364707425
81,3.8500673364707425
82,3.8500673364707425
83,3.8500673364707425
84,3.8500673364707425
85,3.8500673364707425
86,3.8500673364707425
87,3.8500673364707425
88,3.8500673364707425
89,3.8500673364707425
90,3.8500673364707425
91,3.8500673364707425
92,3.8500673364707425
93,3.8500673364707425
94,3.8500673364707425
95,3.8500673364707425
96,3.8500673364707425
97,3.8500673364707425
98,3.8500673364707425
99,3.8500673364707425
100,3.8500673364707425
101,3.8500673364707425
102,3.8500673364707425
103,3.8500673364707425
104,3.8500673364707425
105,3.8500673364707425
106,3.8500673364707425
107,3.8500673364707425
108,3.8500673364707425
109,3.8500673364707425
110,3.8500673364707425
111,3.8500673364707425
112,3.8500673364707425
113,3.8500673364707425
114,3.8500673364707425
115,3.8500673364707425
116,3.8500673364707425
117,3.8500673364707425
118,3.8500673364707425
119,3.8500673364707425
120,3.8500673364707425
121,3.8500673364707425
122,3.8500673364707425
123,3.8500673364707425
124,3.8500673364707425
125,3.8500673364707425
126,3.8500673364707425
127,3.8500673364707425
128,3.8500673364707425
129,3.8500673364707425
130,3.8500673364707425
131,3.8500673364707425
132,3.8500673364707425
133,3.8500673364707425
134,3.8500673364707425
135,3.8500673364707425
136,3.8500673364707425
137,3.8500673364707425
138,3.8500673364707425
139,3.8500673364707425
140,3.8500673364707425
141,3.8500673364707425
142,3.8500673364707425
143,3.8500673364707425
144,3.8500673364707425
145,3.8500673364707425
146,3.8500673364707425
147,3.8500673364707425
148,3.8500673364707425
149,3.8500673364707425
150,3.8500673364707425
151,3.8500673364707425
152,3.8500673364707425
153,3.8500673364707425
154,3.8500673364707425
155,3.8500673364707425
156,3.8500673364707425
157,3.8500673364707425
158,3.8500673364707425
159,3.8500673364707425
160,3.8500673364707425
161,3.8500673364707425
162,3.8500673364707425
163,3.8500673364707425
164,3.8500673364707425
165,3.8500673364707425
166,3.8500673364707425
167,3.8500673364707425
168,3.8500673364707425
169,3.8500673364707425
170,3.8500673364707425
171,3.8500673364707425
172,3.8500673364707425
173,3.8500673364707425
174,3.8500673364707425
175,3.8500673364707425
176,3.8500673364707425
177,3.8500673364707425
178,3.8500673364707425
179,3.8500673364707425
180,3.8500673364707425
181,3.8500673364707425
182,3.8500673364707425
183,3.8500673364707425
184,3.8500673364707425
185,3.8500673364707425
186,3.8500673364707425
187,3.8500673364707425
188,3.8500673364707425
189,3.8500673364707425
190,3.8500673364707425
191,3.8500673364707425
192,3.8500673364707425
193,3.8500673364707425
194,3.8500673364707425
195,3.8500673364707425
196,3.8500673364707425
197,3.8500673364707425
198,3.8500673364707425
199,3.8500673364707425
200,3.8500673364707425
201,3.8500673364707425
202,3.8500673364707425
203,3.8500673364707425
204,3.8500673364707425
205,3.8500673364707425
206,3.8500673364707425
207,3.8500673364707425
208,3.8500673364707425
209,3.8500673364707425
210,3.8500673364707425
211,3.8500673364707425
212,3.8500673364707425
213,3.8500673364707425
214,3.8500673364707425
215,3.8500673364707425
216,3.8500673364707425
217,3.8500673364707425
218,3.8500673364707425
219,3.8500673364707425
220,3.8500673364707425
221,3.8500673364707425
222,3.8500673364707425
223,3.8500673364707425
224,3.8500673364707425
225,3.8500673364707425
226,3.8500673364707425
227,3.8500673364707425
228,3.8500673364707425
229,3.8500673364707425
230,3.8500673364707425
231,3.8500673364707425
232,3.8500673364707425
233,3.8500673364707425
234,3.8500673364707425
235,3.8500673364707425
236,3.8500673364707425
237,3.8500673364707425
238,3.8500673364707425
239,3.8500673364707425
240,3.8500673364707425
